Input Board,decision,Output Board,Input Graph,Output Graph
  XX   O ,9,  XX   OO,"[[0, 0, 1], [1, 0, 0], [0, 2, 0]]","[[0, 0, 1], [1, 0, 0], [0, 2, 2]]"
XXOOXX OO,7,XXOOXXXOO,"[[1, 1, 2], [2, 1, 1], [0, 2, 2]]","[[1, 1, 2], [2, 1, 1], [1, 2, 2]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
   OOX  X,3,  XOOX  X,"[[0, 0, 0], [2, 2, 1], [0, 0, 1]]","[[0, 0, 1], [2, 2, 1], [0, 0, 1]]"
 O X   X ,5, O XO  X ,"[[0, 2, 0], [1, 0, 0], [0, 1, 0]]","[[0, 2, 0], [1, 2, 0], [0, 1, 0]]"
XO OOXX X,8,XO OOXXOX,"[[1, 2, 0], [2, 2, 1], [1, 0, 1]]","[[1, 2, 0], [2, 2, 1], [1, 2, 1]]"
 O XOXX O,1,XO XOXX O,"[[0, 2, 0], [1, 2, 1], [1, 0, 2]]","[[1, 2, 0], [1, 2, 1], [1, 0, 2]]"
O X  XXO ,5,O X OXXO ,"[[2, 0, 1], [0, 0, 1], [1, 2, 0]]","[[2, 0, 1], [0, 2, 1], [1, 2, 0]]"
   OX    ,9,   OX   X,"[[0, 0, 0], [2, 1, 0], [0, 0, 0]]","[[0, 0, 0], [2, 1, 0], [0, 0, 1]]"
O XO  X X,5,O XOO X X,"[[2, 0, 1], [2, 0, 0], [1, 0, 1]]","[[2, 0, 1], [2, 2, 0], [1, 0, 1]]"
 X  XXOO ,9, X  XXOOO,"[[0, 1, 0], [0, 1, 1], [2, 2, 0]]","[[0, 1, 0], [0, 1, 1], [2, 2, 2]]"
OX  XX  O,4,OX OXX  O,"[[2, 1, 0], [0, 1, 1], [0, 0, 2]]","[[2, 1, 0], [2, 1, 1], [0, 0, 2]]"
X X O  O ,2,XXX O  O ,"[[1, 0, 1], [0, 2, 0], [0, 2, 0]]","[[1, 1, 1], [0, 2, 0], [0, 2, 0]]"
 X XO  O ,1,XX XO  O ,"[[0, 1, 0], [1, 2, 0], [0, 2, 0]]","[[1, 1, 0], [1, 2, 0], [0, 2, 0]]"
X OX XOOX,5,X OXOXOOX,"[[1, 0, 2], [1, 0, 1], [2, 2, 1]]","[[1, 0, 2], [1, 2, 1], [2, 2, 1]]"
X X O    ,2,XOX O    ,"[[1, 0, 1], [0, 2, 0], [0, 0, 0]]","[[1, 2, 1], [0, 2, 0], [0, 0, 0]]"
 OX OXX  ,8, OX OXXO ,"[[0, 2, 1], [0, 2, 1], [1, 0, 0]]","[[0, 2, 1], [0, 2, 1], [1, 2, 0]]"
OXOX  OX ,5,OXOXX OX ,"[[2, 1, 2], [1, 0, 0], [2, 1, 0]]","[[2, 1, 2], [1, 1, 0], [2, 1, 0]]"
  XOX    ,7,  XOX O  ,"[[0, 0, 1], [2, 1, 0], [0, 0, 0]]","[[0, 0, 1], [2, 1, 0], [2, 0, 0]]"
X XO   OX,2,XOXO   OX,"[[1, 0, 1], [2, 0, 0], [0, 2, 1]]","[[1, 2, 1], [2, 0, 0], [0, 2, 1]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
O   X  XO,2,OX  X  XO,"[[2, 0, 0], [0, 1, 0], [0, 1, 2]]","[[2, 1, 0], [0, 1, 0], [0, 1, 2]]"
O   XXO  ,4,O  XXXO  ,"[[2, 0, 0], [0, 1, 1], [2, 0, 0]]","[[2, 0, 0], [1, 1, 1], [2, 0, 0]]"
O X  X   ,9,O X  X  O,"[[2, 0, 1], [0, 0, 1], [0, 0, 0]]","[[2, 0, 1], [0, 0, 1], [0, 0, 2]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
OX   XOX ,4,OX O XOX ,"[[2, 1, 0], [0, 0, 1], [2, 1, 0]]","[[2, 1, 0], [2, 0, 1], [2, 1, 0]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
OXXXOOXO ,9,OXXXOOXOX,"[[2, 1, 1], [1, 2, 2], [1, 2, 0]]","[[2, 1, 1], [1, 2, 2], [1, 2, 1]]"
OX   X  O,5,OX  XX  O,"[[2, 1, 0], [0, 0, 1], [0, 0, 2]]","[[2, 1, 0], [0, 1, 1], [0, 0, 2]]"
       XO,7,      XXO,"[[0, 0, 0], [0, 0, 0], [0, 1, 2]]","[[0, 0, 0], [0, 0, 0], [1, 1, 2]]"
 OOX X OX,5, OOXXX OX,"[[0, 2, 2], [1, 0, 1], [0, 2, 1]]","[[0, 2, 2], [1, 1, 1], [0, 2, 1]]"
 O OX X X,1,OO OX X X,"[[0, 2, 0], [2, 1, 0], [1, 0, 1]]","[[2, 2, 0], [2, 1, 0], [1, 0, 1]]"
 OXXOO X ,3, OXXOO X ,"[[0, 2, 1], [1, 2, 2], [0, 1, 0]]","[[0, 2, 1], [1, 2, 2], [0, 1, 0]]"
 XO     X,7, XO   O X,"[[0, 1, 2], [0, 0, 0], [0, 0, 1]]","[[0, 1, 2], [0, 0, 0], [2, 0, 1]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
OXX   X O,5,OXX O X O,"[[2, 1, 1], [0, 0, 0], [1, 0, 2]]","[[2, 1, 1], [0, 2, 0], [1, 0, 2]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
    OX  X,3,  O OX  X,"[[0, 0, 0], [0, 2, 1], [0, 0, 1]]","[[0, 0, 2], [0, 2, 1], [0, 0, 1]]"
O      X ,3,O X    X ,"[[2, 0, 0], [0, 0, 0], [0, 1, 0]]","[[2, 0, 1], [0, 0, 0], [0, 1, 0]]"
X OX  OOX,5,X OXX OOX,"[[1, 0, 2], [1, 0, 0], [2, 2, 1]]","[[1, 0, 2], [1, 1, 0], [2, 2, 1]]"
X     O  ,9,X     O X,"[[1, 0, 0], [0, 0, 0], [2, 0, 0]]","[[1, 0, 0], [0, 0, 0], [2, 0, 1]]"
OXX OX   ,9,OXX OX  O,"[[2, 1, 1], [0, 2, 1], [0, 0, 0]]","[[2, 1, 1], [0, 2, 1], [0, 0, 2]]"
OXXX O XO,5,OXXXOO XO,"[[2, 1, 1], [1, 0, 2], [0, 1, 2]]","[[2, 1, 1], [1, 2, 2], [0, 1, 2]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
 X X   O ,9, X X   OO,"[[0, 1, 0], [1, 0, 0], [0, 2, 0]]","[[0, 1, 0], [1, 0, 0], [0, 2, 2]]"
O X      ,5,O X X    ,"[[2, 0, 1], [0, 0, 0], [0, 0, 0]]","[[2, 0, 1], [0, 1, 0], [0, 0, 0]]"
OXOOXOX X,8,OXOOXOXXX,"[[2, 1, 2], [2, 1, 2], [1, 0, 1]]","[[2, 1, 2], [2, 1, 2], [1, 1, 1]]"
X    X O ,9,X    X OO,"[[1, 0, 0], [0, 0, 1], [0, 2, 0]]","[[1, 0, 0], [0, 0, 1], [0, 2, 2]]"
 O X     ,5, O XX    ,"[[0, 2, 0], [1, 0, 0], [0, 0, 0]]","[[0, 2, 0], [1, 1, 0], [0, 0, 0]]"
XX     OO,3,XXX    OO,"[[1, 1, 0], [0, 0, 0], [0, 2, 2]]","[[1, 1, 1], [0, 0, 0], [0, 2, 2]]"
O   XOXXO,2,OX  XOXXO,"[[2, 0, 0], [0, 1, 2], [1, 1, 2]]","[[2, 1, 0], [0, 1, 2], [1, 1, 2]]"
 X OXOX O,3, XXOXOX O,"[[0, 1, 0], [2, 1, 2], [1, 0, 2]]","[[0, 1, 1], [2, 1, 2], [1, 0, 2]]"
     X O ,3,  X  X O ,"[[0, 0, 0], [0, 0, 1], [0, 2, 0]]","[[0, 0, 1], [0, 0, 1], [0, 2, 0]]"
X OX  O X,5,X OXO O X,"[[1, 0, 2], [1, 0, 0], [2, 0, 1]]","[[1, 0, 2], [1, 2, 0], [2, 0, 1]]"
 O X   OX,5, O XX  OX,"[[0, 2, 0], [1, 0, 0], [0, 2, 1]]","[[0, 2, 0], [1, 1, 0], [0, 2, 1]]"
XOXO  O X,5,XOXOX O X,"[[1, 2, 1], [2, 0, 0], [2, 0, 1]]","[[1, 2, 1], [2, 1, 0], [2, 0, 1]]"
 OX OXXXO,1,OOX OXXXO,"[[0, 2, 1], [0, 2, 1], [1, 1, 2]]","[[2, 2, 1], [0, 2, 1], [1, 1, 2]]"
O X X  O ,7,O X X XO ,"[[2, 0, 1], [0, 1, 0], [0, 2, 0]]","[[2, 0, 1], [0, 1, 0], [1, 2, 0]]"
 O O   XX,7, O O  XXX,"[[0, 2, 0], [2, 0, 0], [0, 1, 1]]","[[0, 2, 0], [2, 0, 0], [1, 1, 1]]"
       XO,7,      XXO,"[[0, 0, 0], [0, 0, 0], [0, 1, 2]]","[[0, 0, 0], [0, 0, 0], [1, 1, 2]]"
XOX      ,9,XOX     O,"[[1, 2, 1], [0, 0, 0], [0, 0, 0]]","[[1, 2, 1], [0, 0, 0], [0, 0, 2]]"
X X O O  ,2,XXX O O  ,"[[1, 0, 1], [0, 2, 0], [2, 0, 0]]","[[1, 1, 1], [0, 2, 0], [2, 0, 0]]"
O XX OOXX,5,O XXOOOXX,"[[2, 0, 1], [1, 0, 2], [2, 1, 1]]","[[2, 0, 1], [1, 2, 2], [2, 1, 1]]"
  O   X  ,3,  X   X  ,"[[0, 0, 2], [0, 0, 0], [1, 0, 0]]","[[0, 0, 1], [0, 0, 0], [1, 0, 0]]"
O  XX    ,6,O  XXO   ,"[[2, 0, 0], [1, 1, 0], [0, 0, 0]]","[[2, 0, 0], [1, 1, 2], [0, 0, 0]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
  OX X XO,5,  OXOX XO,"[[0, 0, 2], [1, 0, 1], [0, 1, 2]]","[[0, 0, 2], [1, 2, 1], [0, 1, 2]]"
 X       ,5, X  O    ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 0]]"
XXOXX  OO,6,XXOXXO OO,"[[1, 1, 2], [1, 1, 0], [0, 2, 2]]","[[1, 1, 2], [1, 1, 2], [0, 2, 2]]"
X OO XXOX,5,X OOOXXOX,"[[1, 0, 2], [2, 0, 1], [1, 2, 1]]","[[1, 0, 2], [2, 2, 1], [1, 2, 1]]"
OO XO X X,8,OO XO XXX,"[[2, 2, 0], [1, 2, 0], [1, 0, 1]]","[[2, 2, 0], [1, 2, 0], [1, 1, 1]]"
OXXO O XX,5,OXXOOO XX,"[[2, 1, 1], [2, 0, 2], [0, 1, 1]]","[[2, 1, 1], [2, 2, 2], [0, 1, 1]]"
   X     ,5,   XO    ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 2, 0], [0, 0, 0]]"
 O OXOXX ,3, OXOXOXX ,"[[0, 2, 0], [2, 1, 2], [1, 1, 0]]","[[0, 2, 1], [2, 1, 2], [1, 1, 0]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
         ,9,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
XXOO X  O,9,XXOO X  X,"[[1, 1, 2], [2, 0, 1], [0, 0, 2]]","[[1, 1, 2], [2, 0, 1], [0, 0, 1]]"
X O  X   ,3,X O  X   ,"[[1, 0, 2], [0, 0, 1], [0, 0, 0]]","[[1, 0, 2], [0, 0, 1], [0, 0, 0]]"
XXO  XO O,5,XXO XXO O,"[[1, 1, 2], [0, 0, 1], [2, 0, 2]]","[[1, 1, 2], [0, 1, 1], [2, 0, 2]]"
OXOOXX OX,7,OXOOXXXOX,"[[2, 1, 2], [2, 1, 1], [0, 2, 1]]","[[2, 1, 2], [2, 1, 1], [1, 2, 1]]"
OXXO   XO,5,OXXOX  XO,"[[2, 1, 1], [2, 0, 0], [0, 1, 2]]","[[2, 1, 1], [2, 1, 0], [0, 1, 2]]"
OO XX   X,3,OOOXX   X,"[[2, 2, 0], [1, 1, 0], [0, 0, 1]]","[[2, 2, 2], [1, 1, 0], [0, 0, 1]]"
X  XOO X ,7,X  XOOOX ,"[[1, 0, 0], [1, 2, 2], [0, 1, 0]]","[[1, 0, 0], [1, 2, 2], [2, 1, 0]]"
 X     OX,3, XO    OX,"[[0, 1, 0], [0, 0, 0], [0, 2, 1]]","[[0, 1, 2], [0, 0, 0], [0, 2, 1]]"
 X X O XO,3, XOX O XO,"[[0, 1, 0], [1, 0, 2], [0, 1, 2]]","[[0, 1, 2], [1, 0, 2], [0, 1, 2]]"
OXOXX OOX,6,OXOXXXOOX,"[[2, 1, 2], [1, 1, 0], [2, 2, 1]]","[[2, 1, 2], [1, 1, 1], [2, 2, 1]]"
         ,9,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
X O OXXOX,2,XOO OXXOX,"[[1, 0, 2], [0, 2, 1], [1, 2, 1]]","[[1, 2, 2], [0, 2, 1], [1, 2, 1]]"
 X   O  X,7, X   OO X,"[[0, 1, 0], [0, 0, 2], [0, 0, 1]]","[[0, 1, 0], [0, 0, 2], [2, 0, 1]]"
  X      ,5,  X O    ,"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 0]]"
     X   ,5,    OX   ,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0], [0, 2, 1], [0, 0, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
 O XOXO X,3, OXXOXO X,"[[0, 2, 0], [1, 2, 1], [2, 0, 1]]","[[0, 2, 1], [1, 2, 1], [2, 0, 1]]"
OXOXX XO ,6,OXOXXOXO ,"[[2, 1, 2], [1, 1, 0], [1, 2, 0]]","[[2, 1, 2], [1, 1, 2], [1, 2, 0]]"
O O XXO X,4,O OXXXO X,"[[2, 0, 2], [0, 1, 1], [2, 0, 1]]","[[2, 0, 2], [1, 1, 1], [2, 0, 1]]"
 OXX X O ,5, OXXOX O ,"[[0, 2, 1], [1, 0, 1], [0, 2, 0]]","[[0, 2, 1], [1, 2, 1], [0, 2, 0]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
OXOO XXXO,5,OXOOXXXXO,"[[2, 1, 2], [2, 0, 1], [1, 1, 2]]","[[2, 1, 2], [2, 1, 1], [1, 1, 2]]"
X OX  OOX,5,X OXX OOX,"[[1, 0, 2], [1, 0, 0], [2, 2, 1]]","[[1, 0, 2], [1, 1, 0], [2, 2, 1]]"
O   X  OX,7,O   X XOX,"[[2, 0, 0], [0, 1, 0], [0, 2, 1]]","[[2, 0, 0], [0, 1, 0], [1, 2, 1]]"
     X   ,5,    OX   ,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 0], [0, 2, 1], [0, 0, 0]]"
OOXXO X X,8,OOXXO XOX,"[[2, 2, 1], [1, 2, 0], [1, 0, 1]]","[[2, 2, 1], [1, 2, 0], [1, 2, 1]]"
XXOO  XO ,1,XXOO  XO ,"[[1, 1, 2], [2, 0, 0], [1, 2, 0]]","[[1, 1, 2], [2, 0, 0], [1, 2, 0]]"
X        ,5,X   O    ,"[[1, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 2, 0], [0, 0, 0]]"
O  X   X ,5,O  XO  X ,"[[2, 0, 0], [1, 0, 0], [0, 1, 0]]","[[2, 0, 0], [1, 2, 0], [0, 1, 0]]"
O  XX  O ,6,O  XXX O ,"[[2, 0, 0], [1, 1, 0], [0, 2, 0]]","[[2, 0, 0], [1, 1, 1], [0, 2, 0]]"
     O  X,7,     OX X,"[[0, 0, 0], [0, 0, 2], [0, 0, 1]]","[[0, 0, 0], [0, 0, 2], [1, 0, 1]]"
OOX  XXO ,5,OOX XXXO ,"[[2, 2, 1], [0, 0, 1], [1, 2, 0]]","[[2, 2, 1], [0, 1, 1], [1, 2, 0]]"
X OX X OO,5,X OXXX OO,"[[1, 0, 2], [1, 0, 1], [0, 2, 2]]","[[1, 0, 2], [1, 1, 1], [0, 2, 2]]"
O XOXO  X,7,O XOXOX X,"[[2, 0, 1], [2, 1, 2], [0, 0, 1]]","[[2, 0, 1], [2, 1, 2], [1, 0, 1]]"
O OOXXXXO,2,OXOOXXXXO,"[[2, 0, 2], [2, 1, 1], [1, 1, 2]]","[[2, 1, 2], [2, 1, 1], [1, 1, 2]]"
XO XO O X,3,XOXXO O X,"[[1, 2, 0], [1, 2, 0], [2, 0, 1]]","[[1, 2, 1], [1, 2, 0], [2, 0, 1]]"
X  OX  O ,9,X  OX  OX,"[[1, 0, 0], [2, 1, 0], [0, 2, 0]]","[[1, 0, 0], [2, 1, 0], [0, 2, 1]]"
 O  OX  X,3, OX OX  X,"[[0, 2, 0], [0, 2, 1], [0, 0, 1]]","[[0, 2, 1], [0, 2, 1], [0, 0, 1]]"
O OXOXXOX,2,OXOXOXXOX,"[[2, 0, 2], [1, 2, 1], [1, 2, 1]]","[[2, 1, 2], [1, 2, 1], [1, 2, 1]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
 OXX   OX,5, OXXO  OX,"[[0, 2, 1], [1, 0, 0], [0, 2, 1]]","[[0, 2, 1], [1, 2, 0], [0, 2, 1]]"
  XXX  OO,7,  XXX OOO,"[[0, 0, 1], [1, 1, 0], [0, 2, 2]]","[[0, 0, 1], [1, 1, 0], [2, 2, 2]]"
  X  O OX,5,  X XO OX,"[[0, 0, 1], [0, 0, 2], [0, 2, 1]]","[[0, 0, 1], [0, 1, 2], [0, 2, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
 O  X    ,3, OX X    ,"[[0, 2, 0], [0, 1, 0], [0, 0, 0]]","[[0, 2, 1], [0, 1, 0], [0, 0, 0]]"
XOXX XOO ,5,XOXXOXOO ,"[[1, 2, 1], [1, 0, 1], [2, 2, 0]]","[[1, 2, 1], [1, 2, 1], [2, 2, 0]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
  XO  XO ,5,  XOX XO ,"[[0, 0, 1], [2, 0, 0], [1, 2, 0]]","[[0, 0, 1], [2, 1, 0], [1, 2, 0]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
 O   OX X,8, O   OXXX,"[[0, 2, 0], [0, 0, 2], [1, 0, 1]]","[[0, 2, 0], [0, 0, 2], [1, 1, 1]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
OXOX XO  ,5,OXOXXXO  ,"[[2, 1, 2], [1, 0, 1], [2, 0, 0]]","[[2, 1, 2], [1, 1, 1], [2, 0, 0]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
     X  O,1,X    X  O,"[[0, 0, 0], [0, 0, 1], [0, 0, 2]]","[[1, 0, 0], [0, 0, 1], [0, 0, 2]]"
OXXXO OX ,9,OXXXO OXO,"[[2, 1, 1], [1, 2, 0], [2, 1, 0]]","[[2, 1, 1], [1, 2, 0], [2, 1, 2]]"
    O   X,5,    X   X,"[[0, 0, 0], [0, 2, 0], [0, 0, 1]]","[[0, 0, 0], [0, 1, 0], [0, 0, 1]]"
 OXX XO  ,5, OXXOXO  ,"[[0, 2, 1], [1, 0, 1], [2, 0, 0]]","[[0, 2, 1], [1, 2, 1], [2, 0, 0]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
OX  O X  ,9,OX  O X X,"[[2, 1, 0], [0, 2, 0], [1, 0, 0]]","[[2, 1, 0], [0, 2, 0], [1, 0, 1]]"
 XXOXXOO ,1,OXXOXXOO ,"[[0, 1, 1], [2, 1, 1], [2, 2, 0]]","[[2, 1, 1], [2, 1, 1], [2, 2, 0]]"
    X XO ,3,  O X XO ,"[[0, 0, 0], [0, 1, 0], [1, 2, 0]]","[[0, 0, 2], [0, 1, 0], [1, 2, 0]]"
XO XX OO ,6,XO XXXOO ,"[[1, 2, 0], [1, 1, 0], [2, 2, 0]]","[[1, 2, 0], [1, 1, 1], [2, 2, 0]]"
         ,7,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
  X   XOO,5,  X X XOO,"[[0, 0, 1], [0, 0, 0], [1, 2, 2]]","[[0, 0, 1], [0, 1, 0], [1, 2, 2]]"
 XXO OX O,1,XXXO OX O,"[[0, 1, 1], [2, 0, 2], [1, 0, 2]]","[[1, 1, 1], [2, 0, 2], [1, 0, 2]]"
         ,9,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
O  XXOXXO,3,O OXXOXXO,"[[2, 0, 0], [1, 1, 2], [1, 1, 2]]","[[2, 0, 2], [1, 1, 2], [1, 1, 2]]"
XXO OXXOO,4,XXOXOXXOO,"[[1, 1, 2], [0, 2, 1], [1, 2, 2]]","[[1, 1, 2], [1, 2, 1], [1, 2, 2]]"
XXOOXOXO ,9,XXOOXOXOX,"[[1, 1, 2], [2, 1, 2], [1, 2, 0]]","[[1, 1, 2], [2, 1, 2], [1, 2, 1]]"
O XO   XX,7,O XO  OXX,"[[2, 0, 1], [2, 0, 0], [0, 1, 1]]","[[2, 0, 1], [2, 0, 0], [2, 1, 1]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
XOXO XOXO,5,XOXOXXOXO,"[[1, 2, 1], [2, 0, 1], [2, 1, 2]]","[[1, 2, 1], [2, 1, 1], [2, 1, 2]]"
         ,3,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
  XO OXXO,5,  XOXOXXO,"[[0, 0, 1], [2, 0, 2], [1, 1, 2]]","[[0, 0, 1], [2, 1, 2], [1, 1, 2]]"
XOX   XO ,5,XOX O XO ,"[[1, 2, 1], [0, 0, 0], [1, 2, 0]]","[[1, 2, 1], [0, 2, 0], [1, 2, 0]]"
 X OX O X,1,OX OX O X,"[[0, 1, 0], [2, 1, 0], [2, 0, 1]]","[[2, 1, 0], [2, 1, 0], [2, 0, 1]]"
   X     ,5,   XO    ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 2, 0], [0, 0, 0]]"
XOXO XOXO,5,XOXOXXOXO,"[[1, 2, 1], [2, 0, 1], [2, 1, 2]]","[[1, 2, 1], [2, 1, 1], [2, 1, 2]]"
 X X O   ,5, X XOO   ,"[[0, 1, 0], [1, 0, 2], [0, 0, 0]]","[[0, 1, 0], [1, 2, 2], [0, 0, 0]]"
O X  X O ,9,O X  X OX,"[[2, 0, 1], [0, 0, 1], [0, 2, 0]]","[[2, 0, 1], [0, 0, 1], [0, 2, 1]]"
 X       ,5, X  O    ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 0]]"
OX OX    ,8,OX OX  X ,"[[2, 1, 0], [2, 1, 0], [0, 0, 0]]","[[2, 1, 0], [2, 1, 0], [0, 1, 0]]"
O OX OXX ,9,O OX OXXX,"[[2, 0, 2], [1, 0, 2], [1, 1, 0]]","[[2, 0, 2], [1, 0, 2], [1, 1, 1]]"
 OXO XOX ,9, OXO XOXX,"[[0, 2, 1], [2, 0, 1], [2, 1, 0]]","[[0, 2, 1], [2, 0, 1], [2, 1, 1]]"
 XXX OOXO,1,OXXX OOXO,"[[0, 1, 1], [1, 0, 2], [2, 1, 2]]","[[2, 1, 1], [1, 0, 2], [2, 1, 2]]"
      XO ,5,    X XO ,"[[0, 0, 0], [0, 0, 0], [1, 2, 0]]","[[0, 0, 0], [0, 1, 0], [1, 2, 0]]"
 X O  OX ,5, X OX OX ,"[[0, 1, 0], [2, 0, 0], [2, 1, 0]]","[[0, 1, 0], [2, 1, 0], [2, 1, 0]]"
  XOXXOO ,9,  XOXXOOX,"[[0, 0, 1], [2, 1, 1], [2, 2, 0]]","[[0, 0, 1], [2, 1, 1], [2, 2, 1]]"
 XOX O X ,9, XOX O XO,"[[0, 1, 2], [1, 0, 2], [0, 1, 0]]","[[0, 1, 2], [1, 0, 2], [0, 1, 2]]"
X  OX OXO,2,XX OX OXO,"[[1, 0, 0], [2, 1, 0], [2, 1, 2]]","[[1, 1, 0], [2, 1, 0], [2, 1, 2]]"
         ,1,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
  X XOOXO,2, XX XOOXO,"[[0, 0, 1], [0, 1, 2], [2, 1, 2]]","[[0, 1, 1], [0, 1, 2], [2, 1, 2]]"
 XO   X  ,1,OXO   X  ,"[[0, 1, 2], [0, 0, 0], [1, 0, 0]]","[[2, 1, 2], [0, 0, 0], [1, 0, 0]]"
OXX  O X ,5,OXX OO X ,"[[2, 1, 1], [0, 0, 2], [0, 1, 0]]","[[2, 1, 1], [0, 2, 2], [0, 1, 0]]"
 X O     ,9, X O    X,"[[0, 1, 0], [2, 0, 0], [0, 0, 0]]","[[0, 1, 0], [2, 0, 0], [0, 0, 1]]"
O O XOXX ,2,OXO XOXX ,"[[2, 0, 2], [0, 1, 2], [1, 1, 0]]","[[2, 1, 2], [0, 1, 2], [1, 1, 0]]"
       X ,5,    O  X ,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 2, 0], [0, 1, 0]]"
X O  X  O,9,X O  X  X,"[[1, 0, 2], [0, 0, 1], [0, 0, 2]]","[[1, 0, 2], [0, 0, 1], [0, 0, 1]]"
OXXX O   ,3,OXOX O   ,"[[2, 1, 1], [1, 0, 2], [0, 0, 0]]","[[2, 1, 2], [1, 0, 2], [0, 0, 0]]"
XXOO  O X,5,XXOOX O X,"[[1, 1, 2], [2, 0, 0], [2, 0, 1]]","[[1, 1, 2], [2, 1, 0], [2, 0, 1]]"
