Input Board,decision,Output Board,Input Graph,Output Graph
OX  X    ,8,OX  X  O ,"[[2, 1, 0], [0, 1, 0], [0, 0, 0]]","[[2, 1, 0], [0, 1, 0], [0, 2, 0]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
X   O OXX,6,X   OOOXX,"[[1, 0, 0], [0, 2, 0], [2, 1, 1]]","[[1, 0, 0], [0, 2, 2], [2, 1, 1]]"
 O  X    ,4, O XX    ,"[[0, 2, 0], [0, 1, 0], [0, 0, 0]]","[[0, 2, 0], [1, 1, 0], [0, 0, 0]]"
     OXX ,9,     OXXO,"[[0, 0, 0], [0, 0, 2], [1, 1, 0]]","[[0, 0, 0], [0, 0, 2], [1, 1, 2]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
   X X OO,7,   X XXOO,"[[0, 0, 0], [1, 0, 1], [0, 2, 2]]","[[0, 0, 0], [1, 0, 1], [1, 2, 2]]"
 OXO X XO,5, OXOXX XO,"[[0, 2, 1], [2, 0, 1], [0, 1, 2]]","[[0, 2, 1], [2, 1, 1], [0, 1, 2]]"
XXO OX OX,7,XXO OXOOX,"[[1, 1, 2], [0, 2, 1], [0, 2, 1]]","[[1, 1, 2], [0, 2, 1], [2, 2, 1]]"
     X   ,3,  O  X   ,"[[0, 0, 0], [0, 0, 1], [0, 0, 0]]","[[0, 0, 2], [0, 0, 1], [0, 0, 0]]"
   X     ,5,   XO    ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 2, 0], [0, 0, 0]]"
 XO OXXO ,1,XXO OXXO ,"[[0, 1, 2], [0, 2, 1], [1, 2, 0]]","[[1, 1, 2], [0, 2, 1], [1, 2, 0]]"
   XO X  ,1,O  XO X  ,"[[0, 0, 0], [1, 2, 0], [1, 0, 0]]","[[2, 0, 0], [1, 2, 0], [1, 0, 0]]"
OX       ,5,OX  X    ,"[[2, 1, 0], [0, 0, 0], [0, 0, 0]]","[[2, 1, 0], [0, 1, 0], [0, 0, 0]]"
XOOX   X ,7,XOOX  OX ,"[[1, 2, 2], [1, 0, 0], [0, 1, 0]]","[[1, 2, 2], [1, 0, 0], [2, 1, 0]]"
O XO OX X,8,O XO OXXX,"[[2, 0, 1], [2, 0, 2], [1, 0, 1]]","[[2, 0, 1], [2, 0, 2], [1, 1, 1]]"
  O XX  O,8,  O XX XO,"[[0, 0, 2], [0, 1, 1], [0, 0, 2]]","[[0, 0, 2], [0, 1, 1], [0, 1, 2]]"
     OXXO,5,    XOXXO,"[[0, 0, 0], [0, 0, 2], [1, 1, 2]]","[[0, 0, 0], [0, 1, 2], [1, 1, 2]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
  XXXOOO ,9,  XXXOOOX,"[[0, 0, 1], [1, 1, 2], [2, 2, 0]]","[[0, 0, 1], [1, 1, 2], [2, 2, 1]]"
O  XXO X ,2,OO XXO X ,"[[2, 0, 0], [1, 1, 2], [0, 1, 0]]","[[2, 2, 0], [1, 1, 2], [0, 1, 0]]"
 O OXO XX,7, O OXOXXX,"[[0, 2, 0], [2, 1, 2], [0, 1, 1]]","[[0, 2, 0], [2, 1, 2], [1, 1, 1]]"
OOX X OXX,4,OOXOX OXX,"[[2, 2, 1], [0, 1, 0], [2, 1, 1]]","[[2, 2, 1], [2, 1, 0], [2, 1, 1]]"
XO  XXO O,4,XO XXXO O,"[[1, 2, 0], [0, 1, 1], [2, 0, 2]]","[[1, 2, 0], [1, 1, 1], [2, 0, 2]]"
XXO O XOX,4,XXOOO XOX,"[[1, 1, 2], [0, 2, 0], [1, 2, 1]]","[[1, 1, 2], [2, 2, 0], [1, 2, 1]]"
  X      ,5,  X O    ,"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 0]]"
 XO      ,6, XO  X   ,"[[0, 1, 2], [0, 0, 0], [0, 0, 0]]","[[0, 1, 2], [0, 0, 1], [0, 0, 0]]"
X O OX X ,7,X O OXOX ,"[[1, 0, 2], [0, 2, 1], [0, 1, 0]]","[[1, 0, 2], [0, 2, 1], [2, 1, 0]]"
 X       ,3, XO      ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 2], [0, 0, 0], [0, 0, 0]]"
 O X     ,5, O XX    ,"[[0, 2, 0], [1, 0, 0], [0, 0, 0]]","[[0, 2, 0], [1, 1, 0], [0, 0, 0]]"
 X       ,8, X     O ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 2, 0]]"
O X OX   ,9,O X OX  X,"[[2, 0, 1], [0, 2, 1], [0, 0, 0]]","[[2, 0, 1], [0, 2, 1], [0, 0, 1]]"
O O X   X,2,OXO X   X,"[[2, 0, 2], [0, 1, 0], [0, 0, 1]]","[[2, 1, 2], [0, 1, 0], [0, 0, 1]]"
  X   O  ,1,X X   O  ,"[[0, 0, 1], [0, 0, 0], [2, 0, 0]]","[[1, 0, 1], [0, 0, 0], [2, 0, 0]]"
OX   XX O,5,OX  OXX O,"[[2, 1, 0], [0, 0, 1], [1, 0, 2]]","[[2, 1, 0], [0, 2, 1], [1, 0, 2]]"
         ,5,   X     ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 0], [0, 0, 0]]"
 OXO  X  ,6, OXO XX  ,"[[0, 2, 1], [2, 0, 0], [1, 0, 0]]","[[0, 2, 1], [2, 0, 1], [1, 0, 0]]"
O X  X O ,7,O X  XXO ,"[[2, 0, 1], [0, 0, 1], [0, 2, 0]]","[[2, 0, 1], [0, 0, 1], [1, 2, 0]]"
X OX   OX,7,X OX  OOX,"[[1, 0, 2], [1, 0, 0], [0, 2, 1]]","[[1, 0, 2], [1, 0, 0], [2, 2, 1]]"
  X XO O ,9,  X XO OX,"[[0, 0, 1], [0, 1, 2], [0, 2, 0]]","[[0, 0, 1], [0, 1, 2], [0, 2, 1]]"
  X      ,5,  X O    ,"[[0, 0, 1], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 2, 0], [0, 0, 0]]"
  OX     ,1,X OX     ,"[[0, 0, 2], [1, 0, 0], [0, 0, 0]]","[[1, 0, 2], [1, 0, 0], [0, 0, 0]]"
  X  OX  ,5,  X OOX  ,"[[0, 0, 1], [0, 0, 2], [1, 0, 0]]","[[0, 0, 1], [0, 2, 2], [1, 0, 0]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
OX XXOX O,3,OXOXXOX O,"[[2, 1, 0], [1, 1, 2], [1, 0, 2]]","[[2, 1, 2], [1, 1, 2], [1, 0, 2]]"
 XOOX    ,1,XXOOX    ,"[[0, 1, 2], [2, 1, 0], [0, 0, 0]]","[[1, 1, 2], [2, 1, 0], [0, 0, 0]]"
X OOX    ,8,X OOX  X ,"[[1, 0, 2], [2, 1, 0], [0, 0, 0]]","[[1, 0, 2], [2, 1, 0], [0, 1, 0]]"
X OO XXXO,2,XOOO XXXO,"[[1, 0, 2], [2, 0, 1], [1, 1, 2]]","[[1, 2, 2], [2, 0, 1], [1, 1, 2]]"
OXOXO XOX,6,OXOXOXXOX,"[[2, 1, 2], [1, 2, 0], [1, 2, 1]]","[[2, 1, 2], [1, 2, 1], [1, 2, 1]]"
XO     OX,5,XO  X  OX,"[[1, 2, 0], [0, 0, 0], [0, 2, 1]]","[[1, 2, 0], [0, 1, 0], [0, 2, 1]]"
XO XXO O ,9,XO XXO OX,"[[1, 2, 0], [1, 1, 2], [0, 2, 0]]","[[1, 2, 0], [1, 1, 2], [0, 2, 1]]"
OX  O  X ,7,OX  O XX ,"[[2, 1, 0], [0, 2, 0], [0, 1, 0]]","[[2, 1, 0], [0, 2, 0], [1, 1, 0]]"
XX  O XOO,3,XXX O XOO,"[[1, 1, 0], [0, 2, 0], [1, 2, 2]]","[[1, 1, 1], [0, 2, 0], [1, 2, 2]]"
 X OOXX  ,3, XOOOXX  ,"[[0, 1, 0], [2, 2, 1], [1, 0, 0]]","[[0, 1, 2], [2, 2, 1], [1, 0, 0]]"
   X     ,7,   X  O  ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 0], [2, 0, 0]]"
 XX O O X,8, XX O OOX,"[[0, 1, 1], [0, 2, 0], [2, 0, 1]]","[[0, 1, 1], [0, 2, 0], [2, 2, 1]]"
 OXXOX   ,9, OXXOX  O,"[[0, 2, 1], [1, 2, 1], [0, 0, 0]]","[[0, 2, 1], [1, 2, 1], [0, 0, 2]]"
XXOXX O O,6,XXOXXOO O,"[[1, 1, 2], [1, 1, 0], [2, 0, 2]]","[[1, 1, 2], [1, 1, 2], [2, 0, 2]]"
XOOXX  O ,6,XOOXXX O ,"[[1, 2, 2], [1, 1, 0], [0, 2, 0]]","[[1, 2, 2], [1, 1, 1], [0, 2, 0]]"
O  XXO  X,2,OO XXO  X,"[[2, 0, 0], [1, 1, 2], [0, 0, 1]]","[[2, 2, 0], [1, 1, 2], [0, 0, 1]]"
         ,5,       X ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 0]]"
 X       ,5, X  O    ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 2, 0], [0, 0, 0]]"
X OO OXX ,9,X OO OXXX,"[[1, 0, 2], [2, 0, 2], [1, 1, 0]]","[[1, 0, 2], [2, 0, 2], [1, 1, 1]]"
XX   O O ,5,XX  XO O ,"[[1, 1, 0], [0, 0, 2], [0, 2, 0]]","[[1, 1, 0], [0, 1, 2], [0, 2, 0]]"
 OOX XXXO,1,OOOX XXXO,"[[0, 2, 2], [1, 0, 1], [1, 1, 2]]","[[2, 2, 2], [1, 0, 1], [1, 1, 2]]"
 XOO XXO ,5, XOOXXXO ,"[[0, 1, 2], [2, 0, 1], [1, 2, 0]]","[[0, 1, 2], [2, 1, 1], [1, 2, 0]]"
 OX  X XO,4, OXO X XO,"[[0, 2, 1], [0, 0, 1], [0, 1, 2]]","[[0, 2, 1], [2, 0, 1], [0, 1, 2]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
 XOXOX XO,7, XOXOXOXO,"[[0, 1, 2], [1, 2, 1], [0, 1, 2]]","[[0, 1, 2], [1, 2, 1], [2, 1, 2]]"
    X    ,3,  O X    ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[0, 0, 2], [0, 1, 0], [0, 0, 0]]"
O XO XXO ,5,O XOXXXO ,"[[2, 0, 1], [2, 0, 1], [1, 2, 0]]","[[2, 0, 1], [2, 1, 1], [1, 2, 0]]"
       X ,9,       XO,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 2]]"
 OX    X ,7, OX   OX ,"[[0, 2, 1], [0, 0, 0], [0, 1, 0]]","[[0, 2, 1], [0, 0, 0], [2, 1, 0]]"
    X    ,1,O   X    ,"[[0, 0, 0], [0, 1, 0], [0, 0, 0]]","[[2, 0, 0], [0, 1, 0], [0, 0, 0]]"
OOXXOXOX ,9,OOXXOXOXX,"[[2, 2, 1], [1, 2, 1], [2, 1, 0]]","[[2, 2, 1], [1, 2, 1], [2, 1, 1]]"
OXXO O  X,5,OXXOXO  X,"[[2, 1, 1], [2, 0, 2], [0, 0, 1]]","[[2, 1, 1], [2, 1, 2], [0, 0, 1]]"
   X OOX ,5,   XXOOX ,"[[0, 0, 0], [1, 0, 2], [2, 1, 0]]","[[0, 0, 0], [1, 1, 2], [2, 1, 0]]"
         ,5, X       ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]"
OX    O X,4,OX X  O X,"[[2, 1, 0], [0, 0, 0], [2, 0, 1]]","[[2, 1, 0], [1, 0, 0], [2, 0, 1]]"
O O   XX ,2,OXO   XX ,"[[2, 0, 2], [0, 0, 0], [1, 1, 0]]","[[2, 1, 2], [0, 0, 0], [1, 1, 0]]"
XX   XOO ,3,XXO  XOO ,"[[1, 1, 0], [0, 0, 1], [2, 2, 0]]","[[1, 1, 2], [0, 0, 1], [2, 2, 0]]"
       X ,9,       XO,"[[0, 0, 0], [0, 0, 0], [0, 1, 0]]","[[0, 0, 0], [0, 0, 0], [0, 1, 2]]"
O OXO X X,8,O OXO XXX,"[[2, 0, 2], [1, 2, 0], [1, 0, 1]]","[[2, 0, 2], [1, 2, 0], [1, 1, 1]]"
OXO XXOOX,4,OXOXXXOOX,"[[2, 1, 2], [0, 1, 1], [2, 2, 1]]","[[2, 1, 2], [1, 1, 1], [2, 2, 1]]"
 XX X OO ,1,OXX X OO ,"[[0, 1, 1], [0, 1, 0], [2, 2, 0]]","[[2, 1, 1], [0, 1, 0], [2, 2, 0]]"
   X O   ,8,   X O X ,"[[0, 0, 0], [1, 0, 2], [0, 0, 0]]","[[0, 0, 0], [1, 0, 2], [0, 1, 0]]"
O OXXO XX,2,OOOXXO XX,"[[2, 0, 2], [1, 1, 2], [0, 1, 1]]","[[2, 2, 2], [1, 1, 2], [0, 1, 1]]"
XO  OXO X,3,XOX OXO X,"[[1, 2, 0], [0, 2, 1], [2, 0, 1]]","[[1, 2, 1], [0, 2, 1], [2, 0, 1]]"
XOX X  OO,7,XOX X XOO,"[[1, 2, 1], [0, 1, 0], [0, 2, 2]]","[[1, 2, 1], [0, 1, 0], [1, 2, 2]]"
  OX     ,1,X OX     ,"[[0, 0, 2], [1, 0, 0], [0, 0, 0]]","[[1, 0, 2], [1, 0, 0], [0, 0, 0]]"
    X   O,2, X  X   O,"[[0, 0, 0], [0, 1, 0], [0, 0, 2]]","[[0, 1, 0], [0, 1, 0], [0, 0, 2]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
 OXX  OX ,6, OXX OOX ,"[[0, 2, 1], [1, 0, 0], [2, 1, 0]]","[[0, 2, 1], [1, 0, 2], [2, 1, 0]]"
 O  X    ,1,XO  X    ,"[[0, 2, 0], [0, 1, 0], [0, 0, 0]]","[[1, 2, 0], [0, 1, 0], [0, 0, 0]]"
   OX   X,7,   OX O X,"[[0, 0, 0], [2, 1, 0], [0, 0, 1]]","[[0, 0, 0], [2, 1, 0], [2, 0, 1]]"
     X O ,5,    XX O ,"[[0, 0, 0], [0, 0, 1], [0, 2, 0]]","[[0, 0, 0], [0, 1, 1], [0, 2, 0]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
XX  OXXOO,4,XX OOXXOO,"[[1, 1, 0], [0, 2, 1], [1, 2, 2]]","[[1, 1, 0], [2, 2, 1], [1, 2, 2]]"
X X XO O ,7,X X XOOO ,"[[1, 0, 1], [0, 1, 2], [0, 2, 0]]","[[1, 0, 1], [0, 1, 2], [2, 2, 0]]"
X O   XXO,6,X O  OXXO,"[[1, 0, 2], [0, 0, 0], [1, 1, 2]]","[[1, 0, 2], [0, 0, 2], [1, 1, 2]]"
OXX   O X,4,OXXO  O X,"[[2, 1, 1], [0, 0, 0], [2, 0, 1]]","[[2, 1, 1], [2, 0, 0], [2, 0, 1]]"
XX O X OO,3,XXXO X OO,"[[1, 1, 0], [2, 0, 1], [0, 2, 2]]","[[1, 1, 1], [2, 0, 1], [0, 2, 2]]"
 O  O XX ,4, O XO XX ,"[[0, 2, 0], [0, 2, 0], [1, 1, 0]]","[[0, 2, 0], [1, 2, 0], [1, 1, 0]]"
   XOOXOX,1,X  XOOXOX,"[[0, 0, 0], [1, 2, 2], [1, 2, 1]]","[[1, 0, 0], [1, 2, 2], [1, 2, 1]]"
         ,5, X       ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 0, 0]]"
OO XXOXXO,3,OOXXXOXXO,"[[2, 2, 0], [1, 1, 2], [1, 1, 2]]","[[2, 2, 1], [1, 1, 2], [1, 1, 2]]"
XX XO OO ,3,XXXXO OO ,"[[1, 1, 0], [1, 2, 0], [2, 2, 0]]","[[1, 1, 1], [1, 2, 0], [2, 2, 0]]"
   X     ,7,   X  O  ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 0], [2, 0, 0]]"
    O XX ,9,    O XXO,"[[0, 0, 0], [0, 2, 0], [1, 1, 0]]","[[0, 0, 0], [0, 2, 0], [1, 1, 2]]"
X  X O   ,7,X  X OO  ,"[[1, 0, 0], [1, 0, 2], [0, 0, 0]]","[[1, 0, 0], [1, 0, 2], [2, 0, 0]]"
  XXX O O,8,  XXX OOO,"[[0, 0, 1], [1, 1, 0], [2, 0, 2]]","[[0, 0, 1], [1, 1, 0], [2, 2, 2]]"
OXOXXOO X,8,OXOXXOOXX,"[[2, 1, 2], [1, 1, 2], [2, 0, 1]]","[[2, 1, 2], [1, 1, 2], [2, 1, 1]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
X    O X ,5,X   OO X ,"[[1, 0, 0], [0, 0, 2], [0, 1, 0]]","[[1, 0, 0], [0, 2, 2], [0, 1, 0]]"
O X X OX ,4,O XOX OX ,"[[2, 0, 1], [0, 1, 0], [2, 1, 0]]","[[2, 0, 1], [2, 1, 0], [2, 1, 0]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
X  OOX   ,3,X XOOX   ,"[[1, 0, 0], [2, 2, 1], [0, 0, 0]]","[[1, 0, 1], [2, 2, 1], [0, 0, 0]]"
  XO OX X,5,  XOOOX X,"[[0, 0, 1], [2, 0, 2], [1, 0, 1]]","[[0, 0, 1], [2, 2, 2], [1, 0, 1]]"
         ,5,   X     ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 0, 0], [0, 0, 0]]"
 OXXOXOX ,9, OXXOXOXO,"[[0, 2, 1], [1, 2, 1], [2, 1, 0]]","[[0, 2, 1], [1, 2, 1], [2, 1, 2]]"
X     OX ,5,X   O OX ,"[[1, 0, 0], [0, 0, 0], [2, 1, 0]]","[[1, 0, 0], [0, 2, 0], [2, 1, 0]]"
    X  O ,4,   XX  O ,"[[0, 0, 0], [0, 1, 0], [0, 2, 0]]","[[0, 0, 0], [1, 1, 0], [0, 2, 0]]"
 X O XOOX,3, XXO XOOX,"[[0, 1, 0], [2, 0, 1], [2, 2, 1]]","[[0, 1, 1], [2, 0, 1], [2, 2, 1]]"
XO     OX,5,XO  X  OX,"[[1, 2, 0], [0, 0, 0], [0, 2, 1]]","[[1, 2, 0], [0, 1, 0], [0, 2, 1]]"
XX X  O O,3,XXOX  O O,"[[1, 1, 0], [1, 0, 0], [2, 0, 2]]","[[1, 1, 2], [1, 0, 0], [2, 0, 2]]"
XX OO XXO,6,XX OOOXXO,"[[1, 1, 0], [2, 2, 0], [1, 1, 2]]","[[1, 1, 0], [2, 2, 2], [1, 1, 2]]"
OX    OX ,5,OX  X OX ,"[[2, 1, 0], [0, 0, 0], [2, 1, 0]]","[[2, 1, 0], [0, 1, 0], [2, 1, 0]]"
 OO   XX ,1,XOO   XX ,"[[0, 2, 2], [0, 0, 0], [1, 1, 0]]","[[1, 2, 2], [0, 0, 0], [1, 1, 0]]"
         ,5,        X,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [0, 0, 1]]"
O   OX  X,7,O   OXX X,"[[2, 0, 0], [0, 2, 1], [0, 0, 1]]","[[2, 0, 0], [0, 2, 1], [1, 0, 1]]"
         ,5,      X  ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 0], [1, 0, 0]]"
 XX   O O,8, XX   OXO,"[[0, 1, 1], [0, 0, 0], [2, 0, 2]]","[[0, 1, 1], [0, 0, 0], [2, 1, 2]]"
 OXXX O O,6, OXXXXO O,"[[0, 2, 1], [1, 1, 0], [2, 0, 2]]","[[0, 2, 1], [1, 1, 1], [2, 0, 2]]"
 X OOX XO,1,XX OOX XO,"[[0, 1, 0], [2, 2, 1], [0, 1, 2]]","[[1, 1, 0], [2, 2, 1], [0, 1, 2]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
         ,5,X        ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[1, 0, 0], [0, 0, 0], [0, 0, 0]]"
         ,5,  X      ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 1], [0, 0, 0], [0, 0, 0]]"
  OXX   O,6,  OXXX  O,"[[0, 0, 2], [1, 1, 0], [0, 0, 2]]","[[0, 0, 2], [1, 1, 1], [0, 0, 2]]"
O  OXX OX,3,O XOXX OX,"[[2, 0, 0], [2, 1, 1], [0, 2, 1]]","[[2, 0, 1], [2, 1, 1], [0, 2, 1]]"
  X OOX  ,4,  XXOOX  ,"[[0, 0, 1], [0, 2, 2], [1, 0, 0]]","[[0, 0, 1], [1, 2, 2], [1, 0, 0]]"
   X     ,5,   XO    ,"[[0, 0, 0], [1, 0, 0], [0, 0, 0]]","[[0, 0, 0], [1, 2, 0], [0, 0, 0]]"
 OX OXX  ,9, OX OXX O,"[[0, 2, 1], [0, 2, 1], [1, 0, 0]]","[[0, 2, 1], [0, 2, 1], [1, 0, 2]]"
OXO XXOOX,4,OXOXXXOOX,"[[2, 1, 2], [0, 1, 1], [2, 2, 1]]","[[2, 1, 2], [1, 1, 1], [2, 2, 1]]"
XOO XXO  ,9,XOO XXO X,"[[1, 2, 2], [0, 1, 1], [2, 0, 0]]","[[1, 2, 2], [0, 1, 1], [2, 0, 1]]"
X  XXOOO ,9,X  XXOOOX,"[[1, 0, 0], [1, 1, 2], [2, 2, 0]]","[[1, 0, 0], [1, 1, 2], [2, 2, 1]]"
         ,5,     X   ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 0, 1], [0, 0, 0]]"
X XO OXOX,5,X XOOOXOX,"[[1, 0, 1], [2, 0, 2], [1, 2, 1]]","[[1, 0, 1], [2, 2, 2], [1, 2, 1]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
 X XOXO  ,8, X XOXOO ,"[[0, 1, 0], [1, 2, 1], [2, 0, 0]]","[[0, 1, 0], [1, 2, 1], [2, 2, 0]]"
OO   X  X,3,OOX  X  X,"[[2, 2, 0], [0, 0, 1], [0, 0, 1]]","[[2, 2, 1], [0, 0, 1], [0, 0, 1]]"
X X  OOOX,2,XXX  OOOX,"[[1, 0, 1], [0, 0, 2], [2, 2, 1]]","[[1, 1, 1], [0, 0, 2], [2, 2, 1]]"
   OO X X,6,   OOXX X,"[[0, 0, 0], [2, 2, 0], [1, 0, 1]]","[[0, 0, 0], [2, 2, 1], [1, 0, 1]]"
OXOOXXX O,8,OXOOXXXXO,"[[2, 1, 2], [2, 1, 1], [1, 0, 2]]","[[2, 1, 2], [2, 1, 1], [1, 1, 2]]"
  OXO  XX,7,  OXO OXX,"[[0, 0, 2], [1, 2, 0], [0, 1, 1]]","[[0, 0, 2], [1, 2, 0], [2, 1, 1]]"
        X,5,    O   X,"[[0, 0, 0], [0, 0, 0], [0, 0, 1]]","[[0, 0, 0], [0, 2, 0], [0, 0, 1]]"
         ,5,    X    ,"[[0, 0, 0], [0, 0, 0], [0, 0, 0]]","[[0, 0, 0], [0, 1, 0], [0, 0, 0]]"
XOO O X X,4,XOOXO X X,"[[1, 2, 2], [0, 2, 0], [1, 0, 1]]","[[1, 2, 2], [1, 2, 0], [1, 0, 1]]"
 XXO  OX ,1,OXXO  OX ,"[[0, 1, 1], [2, 0, 0], [2, 1, 0]]","[[2, 1, 1], [2, 0, 0], [2, 1, 0]]"
 XO  X O ,9, XO  X OX,"[[0, 1, 2], [0, 0, 1], [0, 2, 0]]","[[0, 1, 2], [0, 0, 1], [0, 2, 1]]"
 XOXOOXX ,9, XOXOOXXO,"[[0, 1, 2], [1, 2, 2], [1, 1, 0]]","[[0, 1, 2], [1, 2, 2], [1, 1, 2]]"
 X XX  OO,6, X XXO OO,"[[0, 1, 0], [1, 1, 0], [0, 2, 2]]","[[0, 1, 0], [1, 1, 2], [0, 2, 2]]"
 O OX  XX,7, O OX OXX,"[[0, 2, 0], [2, 1, 0], [0, 1, 1]]","[[0, 2, 0], [2, 1, 0], [2, 1, 1]]"
XX O OX O,3,XXXO OX O,"[[1, 1, 0], [2, 0, 2], [1, 0, 2]]","[[1, 1, 1], [2, 0, 2], [1, 0, 2]]"
OO X X OX,5,OO XXX OX,"[[2, 2, 0], [1, 0, 1], [0, 2, 1]]","[[2, 2, 0], [1, 1, 1], [0, 2, 1]]"
  X X  OO,7,  X X XOO,"[[0, 0, 1], [0, 1, 0], [0, 2, 2]]","[[0, 0, 1], [0, 1, 0], [1, 2, 2]]"
      X  ,5,    O X  ,"[[0, 0, 0], [0, 0, 0], [1, 0, 0]]","[[0, 0, 0], [0, 2, 0], [1, 0, 0]]"
XOXXX O O,8,XOXXX OOO,"[[1, 2, 1], [1, 1, 0], [2, 0, 2]]","[[1, 2, 1], [1, 1, 0], [2, 2, 2]]"
X  X X OO,7,X  X XOOO,"[[1, 0, 0], [1, 0, 1], [0, 2, 2]]","[[1, 0, 0], [1, 0, 1], [2, 2, 2]]"
OX   XXO ,3,OXO  XXO ,"[[2, 1, 0], [0, 0, 1], [1, 2, 0]]","[[2, 1, 2], [0, 0, 1], [1, 2, 0]]"
 O  OX  X,8, O  OX XX,"[[0, 2, 0], [0, 2, 1], [0, 0, 1]]","[[0, 2, 0], [0, 2, 1], [0, 1, 1]]"
 X       ,8, X     O ,"[[0, 1, 0], [0, 0, 0], [0, 0, 0]]","[[0, 1, 0], [0, 0, 0], [0, 2, 0]]"
OO X X  X,3,OOOX X  X,"[[2, 2, 0], [1, 0, 1], [0, 0, 1]]","[[2, 2, 2], [1, 0, 1], [0, 0, 1]]"
O XOXX O ,9,O XOXX OX,"[[2, 0, 1], [2, 1, 1], [0, 2, 0]]","[[2, 0, 1], [2, 1, 1], [0, 2, 1]]"
X  XOXO  ,8,X  XOXOO ,"[[1, 0, 0], [1, 2, 1], [2, 0, 0]]","[[1, 0, 0], [1, 2, 1], [2, 2, 0]]"
 O  OX X ,9, O  OX XX,"[[0, 2, 0], [0, 2, 1], [0, 1, 0]]","[[0, 2, 0], [0, 2, 1], [0, 1, 1]]"
XX O    O,5,XX OX   O,"[[1, 1, 0], [2, 0, 0], [0, 0, 2]]","[[1, 1, 0], [2, 1, 0], [0, 0, 2]]"
